Fecha,Anio,MesNumero,Mes,Canal,Subcanal,Ventas,VentasMesAnterior,VentasAnioAnterior,Objetivo,ImagenCanal
2025-12-01,2025,12,Diciembre,HOTEL,Hotel 5*,22101,17600,21079,22555,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAA7ElEQVR42sXWQQ3EIBAF0EpAAhKQQFbBSuCwAioBB5WABCT0vKeVgIRKYCGZJg0Z2m7hdw//2LxOGJgZ3q/HcGeufCRSNEWiwGeKS1lSIhOfYuhnmsBcRaggXPIPjVfB6QeozFyrtoa5BmzNh0N7V8ahu6DuiK2xe2AAgHF7fcrWj6BMHOiAYODABQjmqC0owFikIxuQ3cl2699AeQNoyqZBg7oEPRBbuGthgKDjQAG8i7r2lo4AzB+Np7nz2YkjUNAc64GpsxO/FWWxM0uUvXhmomVNlDTPwkFFbtuNvRZhRa++pZgzSOvm3ZQv3PFAQaB2f1MAAAAASUVORK5CYII="
2026-01-01,2026,1,Enero,HOTEL,Hotel 5*,17385,22101,13823,14791,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAA7ElEQVR42sXWQQ3EIBAF0EpAAhKQQFbBSuCwAioBB5WABCT0vKeVgIRKYCGZJg0Z2m7hdw//2LxOGJgZ3q/HcGeufCRSNEWiwGeKS1lSIhOfYuhnmsBcRaggXPIPjVfB6QeozFyrtoa5BmzNh0N7V8ahu6DuiK2xe2AAgHF7fcrWj6BMHOiAYODABQjmqC0owFikIxuQ3cl2699AeQNoyqZBg7oEPRBbuGthgKDjQAG8i7r2lo4AzB+Np7nz2YkjUNAc64GpsxO/FWWxM0uUvXhmomVNlDTPwkFFbtuNvRZhRa++pZgzSOvm3ZQv3PFAQaB2f1MAAAAASUVORK5CYII="
2026-02-01,2026,2,Febrero,HOTEL,Hotel 5*,15793,17385,16183,17316,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAA7ElEQVR42sXWQQ3EIBAF0EpAAhKQQFbBSuCwAioBB5WABCT0vKeVgIRKYCGZJg0Z2m7hdw//2LxOGJgZ3q/HcGeufCRSNEWiwGeKS1lSIhOfYuhnmsBcRaggXPIPjVfB6QeozFyrtoa5BmzNh0N7V8ahu6DuiK2xe2AAgHF7fcrWj6BMHOiAYODABQjmqC0owFikIxuQ3cl2699AeQNoyqZBg7oEPRBbuGthgKDjQAG8i7r2lo4AzB+Np7nz2YkjUNAc64GpsxO/FWWxM0uUvXhmomVNlDTPwkFFbtuNvRZhRa++pZgzSOvm3ZQv3PFAQaB2f1MAAAAASUVORK5CYII="
2026-03-01,2026,3,Marzo,HOTEL,Hotel 5*,21893,15793,17456,18678,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAA7ElEQVR42sXWQQ3EIBAF0EpAAhKQQFbBSuCwAioBB5WABCT0vKeVgIRKYCGZJg0Z2m7hdw//2LxOGJgZ3q/HcGeufCRSNEWiwGeKS1lSIhOfYuhnmsBcRaggXPIPjVfB6QeozFyrtoa5BmzNh0N7V8ahu6DuiK2xe2AAgHF7fcrWj6BMHOiAYODABQjmqC0owFikIxuQ3cl2699AeQNoyqZBg7oEPRBbuGthgKDjQAG8i7r2lo4AzB+Np7nz2YkjUNAc64GpsxO/FWWxM0uUvXhmomVNlDTPwkFFbtuNvRZhRa++pZgzSOvm3ZQv3PFAQaB2f1MAAAAASUVORK5CYII="
2026-04-01,2026,4,Abril,HOTEL,Hotel 5*,21754,21893,23398,25036,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAA7ElEQVR42sXWQQ3EIBAF0EpAAhKQQFbBSuCwAioBB5WABCT0vKeVgIRKYCGZJg0Z2m7hdw//2LxOGJgZ3q/HcGeufCRSNEWiwGeKS1lSIhOfYuhnmsBcRaggXPIPjVfB6QeozFyrtoa5BmzNh0N7V8ahu6DuiK2xe2AAgHF7fcrWj6BMHOiAYODABQjmqC0owFikIxuQ3cl2699AeQNoyqZBg7oEPRBbuGthgKDjQAG8i7r2lo4AzB+Np7nz2YkjUNAc64GpsxO/FWWxM0uUvXhmomVNlDTPwkFFbtuNvRZhRa++pZgzSOvm3ZQv3PFAQaB2f1MAAAAASUVORK5CYII="
2026-05-01,2026,5,Mayo,HOTEL,Hotel 5*,27526,21754,22535,24112,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAA7ElEQVR42sXWQQ3EIBAF0EpAAhKQQFbBSuCwAioBB5WABCT0vKeVgIRKYCGZJg0Z2m7hdw//2LxOGJgZ3q/HcGeufCRSNEWiwGeKS1lSIhOfYuhnmsBcRaggXPIPjVfB6QeozFyrtoa5BmzNh0N7V8ahu6DuiK2xe2AAgHF7fcrWj6BMHOiAYODABQjmqC0owFikIxuQ3cl2699AeQNoyqZBg7oEPRBbuGthgKDjQAG8i7r2lo4AzB+Np7nz2YkjUNAc64GpsxO/FWWxM0uUvXhmomVNlDTPwkFFbtuNvRZhRa++pZgzSOvm3ZQv3PFAQaB2f1MAAAAASUVORK5CYII="
2026-06-01,2026,6,Junio,HOTEL,Hotel 5*,29586,27526,30126,32235,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAA7ElEQVR42sXWQQ3EIBAF0EpAAhKQQFbBSuCwAioBB5WABCT0vKeVgIRKYCGZJg0Z2m7hdw//2LxOGJgZ3q/HcGeufCRSNEWiwGeKS1lSIhOfYuhnmsBcRaggXPIPjVfB6QeozFyrtoa5BmzNh0N7V8ahu6DuiK2xe2AAgHF7fcrWj6BMHOiAYODABQjmqC0owFikIxuQ3cl2699AeQNoyqZBg7oEPRBbuGthgKDjQAG8i7r2lo4AzB+Np7nz2YkjUNAc64GpsxO/FWWxM0uUvXhmomVNlDTPwkFFbtuNvRZhRa++pZgzSOvm3ZQv3PFAQaB2f1MAAAAASUVORK5CYII="
2026-07-01,2026,7,Julio,HOTEL,Hotel 5*,37380,29586,29850,31940,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAA7ElEQVR42sXWQQ3EIBAF0EpAAhKQQFbBSuCwAioBB5WABCT0vKeVgIRKYCGZJg0Z2m7hdw//2LxOGJgZ3q/HcGeufCRSNEWiwGeKS1lSIhOfYuhnmsBcRaggXPIPjVfB6QeozFyrtoa5BmzNh0N7V8ahu6DuiK2xe2AAgHF7fcrWj6BMHOiAYODABQjmqC0owFikIxuQ3cl2699AeQNoyqZBg7oEPRBbuGthgKDjQAG8i7r2lo4AzB+Np7nz2YkjUNAc64GpsxO/FWWxM0uUvXhmomVNlDTPwkFFbtuNvRZhRa++pZgzSOvm3ZQv3PFAQaB2f1MAAAAASUVORK5CYII="
2026-08-01,2026,8,Agosto,HOTEL,Hotel 5*,36248,37380,36848,39427,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAA7ElEQVR42sXWQQ3EIBAF0EpAAhKQQFbBSuCwAioBB5WABCT0vKeVgIRKYCGZJg0Z2m7hdw//2LxOGJgZ3q/HcGeufCRSNEWiwGeKS1lSIhOfYuhnmsBcRaggXPIPjVfB6QeozFyrtoa5BmzNh0N7V8ahu6DuiK2xe2AAgHF7fcrWj6BMHOiAYODABQjmqC0owFikIxuQ3cl2699AeQNoyqZBg7oEPRBbuGthgKDjQAG8i7r2lo4AzB+Np7nz2YkjUNAc64GpsxO/FWWxM0uUvXhmomVNlDTPwkFFbtuNvRZhRa++pZgzSOvm3ZQv3PFAQaB2f1MAAAAASUVORK5CYII="
2026-09-01,2026,9,Septiembre,HOTEL,Hotel 5*,31328,36248,25084,26840,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAA7ElEQVR42sXWQQ3EIBAF0EpAAhKQQFbBSuCwAioBB5WABCT0vKeVgIRKYCGZJg0Z2m7hdw//2LxOGJgZ3q/HcGeufCRSNEWiwGeKS1lSIhOfYuhnmsBcRaggXPIPjVfB6QeozFyrtoa5BmzNh0N7V8ahu6DuiK2xe2AAgHF7fcrWj6BMHOiAYODABQjmqC0owFikIxuQ3cl2699AeQNoyqZBg7oEPRBbuGthgKDjQAG8i7r2lo4AzB+Np7nz2YkjUNAc64GpsxO/FWWxM0uUvXhmomVNlDTPwkFFbtuNvRZhRa++pZgzSOvm3ZQv3PFAQaB2f1MAAAAASUVORK5CYII="
2026-10-01,2026,10,Octubre,HOTEL,Hotel 5*,22775,31328,23714,25374,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAA7ElEQVR42sXWQQ3EIBAF0EpAAhKQQFbBSuCwAioBB5WABCT0vKeVgIRKYCGZJg0Z2m7hdw//2LxOGJgZ3q/HcGeufCRSNEWiwGeKS1lSIhOfYuhnmsBcRaggXPIPjVfB6QeozFyrtoa5BmzNh0N7V8ahu6DuiK2xe2AAgHF7fcrWj6BMHOiAYODABQjmqC0owFikIxuQ3cl2699AeQNoyqZBg7oEPRBbuGthgKDjQAG8i7r2lo4AzB+Np7nz2YkjUNAc64GpsxO/FWWxM0uUvXhmomVNlDTPwkFFbtuNvRZhRa++pZgzSOvm3ZQv3PFAQaB2f1MAAAAASUVORK5CYII="
2026-11-01,2026,11,Noviembre,HOTEL,Hotel 5*,21846,22775,17600,18832,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAA7ElEQVR42sXWQQ3EIBAF0EpAAhKQQFbBSuCwAioBB5WABCT0vKeVgIRKYCGZJg0Z2m7hdw//2LxOGJgZ3q/HcGeufCRSNEWiwGeKS1lSIhOfYuhnmsBcRaggXPIPjVfB6QeozFyrtoa5BmzNh0N7V8ahu6DuiK2xe2AAgHF7fcrWj6BMHOiAYODABQjmqC0owFikIxuQ3cl2699AeQNoyqZBg7oEPRBbuGthgKDjQAG8i7r2lo4AzB+Np7nz2YkjUNAc64GpsxO/FWWxM0uUvXhmomVNlDTPwkFFbtuNvRZhRa++pZgzSOvm3ZQv3PFAQaB2f1MAAAAASUVORK5CYII="
2026-12-01,2026,12,Diciembre,HOTEL,Hotel 5*,21761,21846,22101,23648,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAA7ElEQVR42sXWQQ3EIBAF0EpAAhKQQFbBSuCwAioBB5WABCT0vKeVgIRKYCGZJg0Z2m7hdw//2LxOGJgZ3q/HcGeufCRSNEWiwGeKS1lSIhOfYuhnmsBcRaggXPIPjVfB6QeozFyrtoa5BmzNh0N7V8ahu6DuiK2xe2AAgHF7fcrWj6BMHOiAYODABQjmqC0owFikIxuQ3cl2699AeQNoyqZBg7oEPRBbuGthgKDjQAG8i7r2lo4AzB+Np7nz2YkjUNAc64GpsxO/FWWxM0uUvXhmomVNlDTPwkFFbtuNvRZhRa++pZgzSOvm3ZQv3PFAQaB2f1MAAAAASUVORK5CYII="
2024-01-01,2024,1,Enero,BAR,Bar Tapas,25582,,,24303,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2024-02-01,2024,2,Febrero,BAR,Bar Tapas,23706,25582,,22521,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2024-03-01,2024,3,Marzo,BAR,Bar Tapas,29350,23706,,27882,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2024-04-01,2024,4,Abril,BAR,Bar Tapas,35794,29350,,34004,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2024-05-01,2024,5,Mayo,BAR,Bar Tapas,36455,35794,,34632,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2024-06-01,2024,6,Junio,BAR,Bar Tapas,35432,36455,,33660,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2024-07-01,2024,7,Julio,BAR,Bar Tapas,46058,35432,,43755,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2024-08-01,2024,8,Agosto,BAR,Bar Tapas,40797,46058,,38757,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2024-09-01,2024,9,Septiembre,BAR,Bar Tapas,36757,40797,,34919,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2024-10-01,2024,10,Octubre,BAR,Bar Tapas,28561,36757,,27133,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2024-11-01,2024,11,Noviembre,BAR,Bar Tapas,30147,28561,,28640,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2024-12-01,2024,12,Diciembre,BAR,Bar Tapas,33215,30147,,31554,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2025-01-01,2025,1,Enero,BAR,Bar Tapas,25966,33215,25582,27373,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2025-02-01,2025,2,Febrero,BAR,Bar Tapas,30728,25966,23706,25365,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2025-03-01,2025,3,Marzo,BAR,Bar Tapas,31423,30728,29350,31405,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2025-04-01,2025,4,Abril,BAR,Bar Tapas,37337,31423,35794,38300,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2025-05-01,2025,5,Mayo,BAR,Bar Tapas,38004,37337,36455,39007,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2025-06-01,2025,6,Junio,BAR,Bar Tapas,45826,38004,35432,37912,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2025-07-01,2025,7,Julio,BAR,Bar Tapas,46873,45826,46058,49282,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2025-08-01,2025,8,Agosto,BAR,Bar Tapas,41320,46873,40797,43653,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2025-09-01,2025,9,Septiembre,BAR,Bar Tapas,38321,41320,36757,39330,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2025-10-01,2025,10,Octubre,BAR,Bar Tapas,31458,38321,28561,30560,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2025-11-01,2025,11,Noviembre,BAR,Bar Tapas,30690,31458,30147,32257,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2025-12-01,2025,12,Diciembre,BAR,Bar Tapas,33720,30690,33215,35540,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2026-01-01,2026,1,Enero,BAR,Bar Tapas,27563,33720,25966,27784,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2026-02-01,2026,2,Febrero,BAR,Bar Tapas,32567,27563,30728,32879,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2026-03-01,2026,3,Marzo,BAR,Bar Tapas,30818,32567,31423,33623,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2026-04-01,2026,4,Abril,BAR,Bar Tapas,38684,30818,37337,39951,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2026-05-01,2026,5,Mayo,BAR,Bar Tapas,37317,38684,38004,40664,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2026-06-01,2026,6,Junio,BAR,Bar Tapas,48564,37317,45826,49034,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2026-07-01,2026,7,Julio,BAR,Bar Tapas,49712,48564,46873,50154,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2026-08-01,2026,8,Agosto,BAR,Bar Tapas,54478,49712,41320,44212,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2026-09-01,2026,9,Septiembre,BAR,Bar Tapas,39666,54478,38321,41003,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2026-10-01,2026,10,Octubre,BAR,Bar Tapas,30722,39666,31458,33660,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2026-11-01,2026,11,Noviembre,BAR,Bar Tapas,32546,30722,30690,32838,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2026-12-01,2026,12,Diciembre,BAR,Bar Tapas,33848,32546,33720,36080,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2024-01-01,2024,1,Enero,BAR,Bar Copas,20501,,,19476,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2024-02-01,2024,2,Febrero,BAR,Bar Copas,18702,20501,,17767,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2024-03-01,2024,3,Marzo,BAR,Bar Copas,22944,18702,,21797,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2024-04-01,2024,4,Abril,BAR,Bar Copas,22770,22944,,21632,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2024-05-01,2024,5,Mayo,BAR,Bar Copas,22937,22770,,21790,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2024-06-01,2024,6,Junio,BAR,Bar Copas,28635,22937,,27203,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2024-07-01,2024,7,Julio,BAR,Bar Copas,28263,28635,,26850,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
2024-08-01,2024,8,Agosto,BAR,Bar Copas,32099,28263,,30494,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAANUlEQVR42mOwzdvAQE/MMOIs/E8j7DBq4aiFoxaOWjhq4aiFoxaOWjhqIRUtdKARFhg5DWEAipEUN9nnXOEAAAAASUVORK5CYII="
